中国,云南省,昆明市,,25.04915310045316,102.71460113878044
中国,云南省,昆明市,东川区,26.139328854726426,103.07856150868815
中国,云南省,昆明市,五华区,25.26130595660504,102.64937733165571
中国,云南省,昆明市,呈贡区,24.85540903747784,102.88428310764024
中国,云南省,昆明市,安宁市,24.852355456268192,102.3911267995157
中国,云南省,昆明市,官渡区,25.031310976713478,102.8288192470476
中国,云南省,昆明市,宜良县,24.94490793314316,103.1928154871989
中国,云南省,昆明市,富民县,25.363439290283928,102.58410264122452
中国,云南省,昆明市,寻甸回族彝族自治县,25.666609835145863,103.12781347645384
中国,云南省,昆明市,嵩明县,25.317900180494807,103.00652503386208
中国,云南省,昆明市,晋宁区,24.60504107344663,102.579613932301
中国,云南省,昆明市,盘龙区,25.27401948421932,102.7675563384067
中国,云南省,昆明市,石林彝族自治县,24.75430949336385,103.4273356325576
中国,云南省,昆明市,禄劝彝族苗族自治县,25.94377104054812,102.5930274851766
中国,云南省,昆明市,西山区,24.98363012446152,102.60347769299416
中国,云南省,怒江傈僳族自治州,,25.860676978165355,98.85993204248209
中国,云南省,怒江傈僳族自治州,兰坪白族普米族自治县,26.726020303289957,99.5162402461632
中国,云南省,怒江傈僳族自治州,泸水市,26.04226533279614,98.86274058298012
中国,云南省,怒江傈僳族自治州,福贡县,26.938746350940825,98.87342665734016
中国,云南省,怒江傈僳族自治州,贡山独龙族怒族自治县,27.98360275694472,98.33185668081632
中国,云南省,大理白族自治州,,25.59689963942069,100.2236747892834
中国,云南省,大理白族自治州,云龙县,25.894118475707145,99.31007797606176
中国,云南省,大理白族自治州,剑川县,26.439596125000616,99.75030780247718
中国,云南省,大理白族自治州,南涧彝族自治县,24.903013805534957,100.42490043802384
中国,云南省,大理白族自治州,大理市,25.576164894929512,100.15242712507184
中国,云南省,大理白族自治州,宾川县,25.875307433534083,100.62753770311323
中国,云南省,大理白族自治州,巍山彝族回族自治县,25.279470235489555,100.05931129119372
中国,云南省,大理白族自治州,弥渡县,25.19110777240005,100.58186613328104
中国,云南省,大理白族自治州,永平县,25.37464652217128,99.6007922110432
中国,云南省,大理白族自治州,洱源县,26.19311735552555,99.773073606639
中国,云南省,大理白族自治州,漾濞彝族自治县,25.605571782133943,99.89837504367424
中国,云南省,大理白族自治州,祥云县,25.242761287366385,100.7638858092322
中国,云南省,大理白族自治州,鹤庆县,26.33545361059985,100.2771745015428
中国,云南省,昭通市,,27.340632963635457,103.72502065573347
中国,云南省,昭通市,大关县,27.90509582725424,103.91217766938856
中国,云南省,昭通市,威信县,27.89146285157348,105.05028255746
中国,云南省,昭通市,巧家县,27.008327725094013,103.13002031078618
中国,云南省,昭通市,彝良县,27.63098637622884,104.24144905944864
中国,云南省,昭通市,昭阳区,27.42758304215189,103.607277187373
中国,云南省,昭通市,水富市,28.510929836358752,104.22883253660665
中国,云南省,昭通市,永善县,27.95316333168104,103.65282254143636
中国,云南省,昭通市,盐津县,28.13070651219848,104.23053478313489
中国,云南省,昭通市,绥江县,28.538865566800688,104.01558782766652
中国,云南省,昭通市,镇雄县,27.56891596743767,104.83385203038505
中国,云南省,昭通市,鲁甸县,27.20570289052058,103.42585557677414
中国,云南省,临沧市,,23.887806103773013,100.09261291372644
中国,云南省,临沧市,临翔区,23.84957045287865,100.13990768015606
中国,云南省,临沧市,云县,24.32740647675977,100.23368014335152
中国,云南省,临沧市,凤庆县,24.610505511987046,99.92091022744984
中国,云南省,临沧市,双江拉祜族佤族布朗族傣族自治县,23.47685681206448,99.84091390822178
中国,云南省,临沧市,永德县,24.089579787148363,99.42763173416434
中国,云南省,临沧市,沧源佤族自治县,23.27458127410926,99.27049793172355
中国,云南省,临沧市,耿马傣族佤族自治县,23.64173039988937,99.434265495794
中国,云南省,临沧市,镇康县,23.901062771812555,99.0057357479958
中国,云南省,丽江市,,26.875351089481363,100.22962839887936
中国,云南省,丽江市,华坪县,26.645807144841253,101.25172921237171
中国,云南省,丽江市,古城区,26.859300417702684,100.32859641681632
中国,云南省,丽江市,宁蒗彝族自治县,27.265588579996574,100.77830192960369
中国,云南省,丽江市,永胜县,26.49170608071128,100.70492052637316
中国,云南省,丽江市,玉龙纳西族自治县,27.104463367195347,99.95163393672384
中国,云南省,楚雄彝族自治州,,25.0663556741861,101.52938223914012
中国,云南省,楚雄彝族自治州,元谋县,25.78319551195352,101.87051082300964
中国,云南省,楚雄彝族自治州,南华县,25.103522672438853,101.03801219789518
中国,云南省,楚雄彝族自治州,双柏县,24.535545259464683,101.64032208578875
中国,云南省,楚雄彝族自治州,大姚县,25.947669905564545,101.2429130789216
中国,云南省,楚雄彝族自治州,姚安县,25.51695443578722,101.21123773329928
中国,云南省,楚雄彝族自治州,楚雄市,24.88025247265081,101.3286379991764
中国,云南省,楚雄彝族自治州,武定县,25.73110954723721,102.20117587963968
中国,云南省,楚雄彝族自治州,永仁县,26.143679315458456,101.56019002603786
